county,election_district,office,district,party,candidate,votes
Sussex,02-41,State Assembly,41,DEMOCRATIC,Bullock L,39
Sussex,02-41,State Assembly,41,DEMOCRATIC,Ward D L,69
Sussex,03-41,State Assembly,41,DEMOCRATIC,Bullock L,22
Sussex,03-41,State Assembly,41,DEMOCRATIC,Ward D L,96
Sussex,04-41,State Assembly,41,DEMOCRATIC,Bullock L,49
Sussex,04-41,State Assembly,41,DEMOCRATIC,Ward D L,71
Sussex,05-41,State Assembly,41,DEMOCRATIC,Bullock L,64
Sussex,05-41,State Assembly,41,DEMOCRATIC,Ward D L,115
Sussex,06-41,State Assembly,41,DEMOCRATIC,Bullock L,32
Sussex,06-41,State Assembly,41,DEMOCRATIC,Ward D L,44
Sussex,07-41,State Assembly,41,DEMOCRATIC,Bullock L,65
Sussex,07-41,State Assembly,41,DEMOCRATIC,Ward D L,94
Sussex,08-41,State Assembly,41,DEMOCRATIC,Bullock L,29
Sussex,08-41,State Assembly,41,DEMOCRATIC,Ward D L,95
Sussex,09-41,State Assembly,41,DEMOCRATIC,Bullock L,12
Sussex,09-41,State Assembly,41,DEMOCRATIC,Ward D L,19
Sussex,Total,State Assembly,41,DEMOCRATIC,Bullock L,339
Sussex,Total,State Assembly,41,DEMOCRATIC,Ward D L,697
