county,election_district,office,district,party,candidate,votes
Sussex,08-41,U.S. Senate,,LIBERTARIN,Morrison J,2
Sussex,08-41,U.S. Senate,,NATURAL LW,Mattson R,2
Sussex,16-41,U.S. Senate,,DEMOCRATIC,Carper T R,19
Sussex,16-41,U.S. Senate,,REPUBLICAN,Roth W V,17
Sussex,16-41,U.S. Senate,,CONSTITUTN,Dankof M,0
Sussex,16-41,U.S. Senate,,LIBERTARIN,Morrison J,0
Sussex,16-41,U.S. Senate,,NATURAL LW,Mattson R,0
Sussex,Total,U.S. Senate,,DEMOCRATIC,Carper T R,181566
Sussex,Total,U.S. Senate,,REPUBLICAN,Roth W V,142891
Sussex,Total,U.S. Senate,,CONSTITUTN,Dankof M,1044
Sussex,Total,U.S. Senate,,LIBERTARIN,Morrison J,1103
Sussex,Total,U.S. Senate,,NATURAL LW,Mattson R,389
New Castle,01-01,U.S. House,,DEMOCRATIC,Miller M C,456
New Castle,01-01,U.S. House,,REPUBLICAN,Castle M N,397
New Castle,01-01,U.S. House,,CONSTITUTN,Webster J,1
New Castle,01-01,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,02-01,U.S. House,,DEMOCRATIC,Miller M C,462
New Castle,02-01,U.S. House,,REPUBLICAN,Castle M N,207
New Castle,02-01,U.S. House,,CONSTITUTN,Webster J,3
New Castle,02-01,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,03-01,U.S. House,,DEMOCRATIC,Miller M C,407
New Castle,03-01,U.S. House,,REPUBLICAN,Castle M N,102
New Castle,03-01,U.S. House,,CONSTITUTN,Webster J,4
New Castle,03-01,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,04-01,U.S. House,,DEMOCRATIC,Miller M C,377
New Castle,04-01,U.S. House,,REPUBLICAN,Castle M N,113
New Castle,04-01,U.S. House,,CONSTITUTN,Webster J,2
New Castle,04-01,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,05-01,U.S. House,,DEMOCRATIC,Miller M C,284
New Castle,05-01,U.S. House,,REPUBLICAN,Castle M N,503
New Castle,05-01,U.S. House,,CONSTITUTN,Webster J,4
New Castle,05-01,U.S. House,,LIBERTARIN,Thomas B,14
New Castle,06-01,U.S. House,,DEMOCRATIC,Miller M C,269
New Castle,06-01,U.S. House,,REPUBLICAN,Castle M N,739
New Castle,06-01,U.S. House,,CONSTITUTN,Webster J,7
New Castle,06-01,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,07-01,U.S. House,,DEMOCRATIC,Miller M C,163
New Castle,07-01,U.S. House,,REPUBLICAN,Castle M N,303
New Castle,07-01,U.S. House,,CONSTITUTN,Webster J,2
New Castle,07-01,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,08-01,U.S. House,,DEMOCRATIC,Miller M C,49
New Castle,08-01,U.S. House,,REPUBLICAN,Castle M N,13
New Castle,08-01,U.S. House,,CONSTITUTN,Webster J,0
New Castle,08-01,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,09-01,U.S. House,,DEMOCRATIC,Miller M C,104
New Castle,09-01,U.S. House,,REPUBLICAN,Castle M N,41
New Castle,09-01,U.S. House,,CONSTITUTN,Webster J,0
New Castle,09-01,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,10-01,U.S. House,,DEMOCRATIC,Miller M C,138
New Castle,10-01,U.S. House,,REPUBLICAN,Castle M N,89
New Castle,10-01,U.S. House,,CONSTITUTN,Webster J,1
New Castle,10-01,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,11-01,U.S. House,,DEMOCRATIC,Miller M C,40
New Castle,11-01,U.S. House,,REPUBLICAN,Castle M N,81
New Castle,11-01,U.S. House,,CONSTITUTN,Webster J,0
New Castle,11-01,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,12-01,U.S. House,,DEMOCRATIC,Miller M C,313
New Castle,12-01,U.S. House,,REPUBLICAN,Castle M N,263
New Castle,12-01,U.S. House,,CONSTITUTN,Webster J,8
New Castle,12-01,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,13-01,U.S. House,,DEMOCRATIC,Miller M C,304
New Castle,13-01,U.S. House,,REPUBLICAN,Castle M N,166
New Castle,13-01,U.S. House,,CONSTITUTN,Webster J,1
New Castle,13-01,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,01-02,U.S. House,,DEMOCRATIC,Miller M C,663
New Castle,01-02,U.S. House,,REPUBLICAN,Castle M N,244
New Castle,01-02,U.S. House,,CONSTITUTN,Webster J,2
New Castle,01-02,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,02-02,U.S. House,,DEMOCRATIC,Miller M C,517
New Castle,02-02,U.S. House,,REPUBLICAN,Castle M N,116
New Castle,02-02,U.S. House,,CONSTITUTN,Webster J,4
New Castle,02-02,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,03-02,U.S. House,,DEMOCRATIC,Miller M C,20
New Castle,03-02,U.S. House,,REPUBLICAN,Castle M N,25
New Castle,03-02,U.S. House,,CONSTITUTN,Webster J,1
New Castle,03-02,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,04-02,U.S. House,,DEMOCRATIC,Miller M C,56
New Castle,04-02,U.S. House,,REPUBLICAN,Castle M N,102
New Castle,04-02,U.S. House,,CONSTITUTN,Webster J,1
New Castle,04-02,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,05-02,U.S. House,,DEMOCRATIC,Miller M C,51
New Castle,05-02,U.S. House,,REPUBLICAN,Castle M N,21
New Castle,05-02,U.S. House,,CONSTITUTN,Webster J,1
New Castle,05-02,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,06-02,U.S. House,,DEMOCRATIC,Miller M C,125
New Castle,06-02,U.S. House,,REPUBLICAN,Castle M N,139
New Castle,06-02,U.S. House,,CONSTITUTN,Webster J,1
New Castle,06-02,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,07-02,U.S. House,,DEMOCRATIC,Miller M C,25
New Castle,07-02,U.S. House,,REPUBLICAN,Castle M N,16
New Castle,07-02,U.S. House,,CONSTITUTN,Webster J,1
New Castle,07-02,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,08-02,U.S. House,,DEMOCRATIC,Miller M C,264
New Castle,08-02,U.S. House,,REPUBLICAN,Castle M N,47
New Castle,08-02,U.S. House,,CONSTITUTN,Webster J,0
New Castle,08-02,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,09-02,U.S. House,,DEMOCRATIC,Miller M C,299
New Castle,09-02,U.S. House,,REPUBLICAN,Castle M N,279
New Castle,09-02,U.S. House,,CONSTITUTN,Webster J,7
New Castle,09-02,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,10-02,U.S. House,,DEMOCRATIC,Miller M C,389
New Castle,10-02,U.S. House,,REPUBLICAN,Castle M N,177
New Castle,10-02,U.S. House,,CONSTITUTN,Webster J,6
New Castle,10-02,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,11-02,U.S. House,,DEMOCRATIC,Miller M C,284
New Castle,11-02,U.S. House,,REPUBLICAN,Castle M N,74
New Castle,11-02,U.S. House,,CONSTITUTN,Webster J,2
New Castle,11-02,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,12-02,U.S. House,,DEMOCRATIC,Miller M C,321
New Castle,12-02,U.S. House,,REPUBLICAN,Castle M N,65
New Castle,12-02,U.S. House,,CONSTITUTN,Webster J,2
New Castle,12-02,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,13-02,U.S. House,,DEMOCRATIC,Miller M C,55
New Castle,13-02,U.S. House,,REPUBLICAN,Castle M N,19
New Castle,13-02,U.S. House,,CONSTITUTN,Webster J,0
New Castle,13-02,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,16-02,U.S. House,,DEMOCRATIC,Miller M C,40
New Castle,16-02,U.S. House,,REPUBLICAN,Castle M N,112
New Castle,16-02,U.S. House,,CONSTITUTN,Webster J,2
New Castle,16-02,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,01-03,U.S. House,,DEMOCRATIC,Miller M C,82
New Castle,01-03,U.S. House,,REPUBLICAN,Castle M N,94
New Castle,01-03,U.S. House,,CONSTITUTN,Webster J,1
New Castle,01-03,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,02-03,U.S. House,,DEMOCRATIC,Miller M C,455
New Castle,02-03,U.S. House,,REPUBLICAN,Castle M N,115
New Castle,02-03,U.S. House,,CONSTITUTN,Webster J,8
New Castle,02-03,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,03-03,U.S. House,,DEMOCRATIC,Miller M C,897
New Castle,03-03,U.S. House,,REPUBLICAN,Castle M N,189
New Castle,03-03,U.S. House,,CONSTITUTN,Webster J,5
New Castle,03-03,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,04-03,U.S. House,,DEMOCRATIC,Miller M C,420
New Castle,04-03,U.S. House,,REPUBLICAN,Castle M N,121
New Castle,04-03,U.S. House,,CONSTITUTN,Webster J,2
New Castle,04-03,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,05-03,U.S. House,,DEMOCRATIC,Miller M C,78
New Castle,05-03,U.S. House,,REPUBLICAN,Castle M N,21
New Castle,05-03,U.S. House,,CONSTITUTN,Webster J,1
New Castle,05-03,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,06-03,U.S. House,,DEMOCRATIC,Miller M C,129
New Castle,06-03,U.S. House,,REPUBLICAN,Castle M N,157
New Castle,06-03,U.S. House,,CONSTITUTN,Webster J,1
New Castle,06-03,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,07-03,U.S. House,,DEMOCRATIC,Miller M C,62
New Castle,07-03,U.S. House,,REPUBLICAN,Castle M N,75
New Castle,07-03,U.S. House,,CONSTITUTN,Webster J,2
New Castle,07-03,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,08-03,U.S. House,,DEMOCRATIC,Miller M C,341
New Castle,08-03,U.S. House,,REPUBLICAN,Castle M N,72
New Castle,08-03,U.S. House,,CONSTITUTN,Webster J,6
New Castle,08-03,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,09-03,U.S. House,,DEMOCRATIC,Miller M C,270
New Castle,09-03,U.S. House,,REPUBLICAN,Castle M N,254
New Castle,09-03,U.S. House,,CONSTITUTN,Webster J,4
New Castle,09-03,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,10-03,U.S. House,,DEMOCRATIC,Miller M C,441
New Castle,10-03,U.S. House,,REPUBLICAN,Castle M N,106
New Castle,10-03,U.S. House,,CONSTITUTN,Webster J,2
New Castle,10-03,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,11-03,U.S. House,,DEMOCRATIC,Miller M C,198
New Castle,11-03,U.S. House,,REPUBLICAN,Castle M N,54
New Castle,11-03,U.S. House,,CONSTITUTN,Webster J,0
New Castle,11-03,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,12-03,U.S. House,,DEMOCRATIC,Miller M C,91
New Castle,12-03,U.S. House,,REPUBLICAN,Castle M N,12
New Castle,12-03,U.S. House,,CONSTITUTN,Webster J,1
New Castle,12-03,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,01-04,U.S. House,,DEMOCRATIC,Miller M C,135
New Castle,01-04,U.S. House,,REPUBLICAN,Castle M N,730
New Castle,01-04,U.S. House,,CONSTITUTN,Webster J,5
New Castle,01-04,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,02-04,U.S. House,,DEMOCRATIC,Miller M C,35
New Castle,02-04,U.S. House,,REPUBLICAN,Castle M N,165
New Castle,02-04,U.S. House,,CONSTITUTN,Webster J,0
New Castle,02-04,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,03-04,U.S. House,,DEMOCRATIC,Miller M C,176
New Castle,03-04,U.S. House,,REPUBLICAN,Castle M N,875
New Castle,03-04,U.S. House,,CONSTITUTN,Webster J,7
New Castle,03-04,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,04-04,U.S. House,,DEMOCRATIC,Miller M C,320
New Castle,04-04,U.S. House,,REPUBLICAN,Castle M N,653
New Castle,04-04,U.S. House,,CONSTITUTN,Webster J,4
New Castle,04-04,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,05-04,U.S. House,,DEMOCRATIC,Miller M C,256
New Castle,05-04,U.S. House,,REPUBLICAN,Castle M N,253
New Castle,05-04,U.S. House,,CONSTITUTN,Webster J,3
New Castle,05-04,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,06-04,U.S. House,,DEMOCRATIC,Miller M C,59
New Castle,06-04,U.S. House,,REPUBLICAN,Castle M N,76
New Castle,06-04,U.S. House,,CONSTITUTN,Webster J,0
New Castle,06-04,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,07-04,U.S. House,,DEMOCRATIC,Miller M C,68
New Castle,07-04,U.S. House,,REPUBLICAN,Castle M N,46
New Castle,07-04,U.S. House,,CONSTITUTN,Webster J,1
New Castle,07-04,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,08-04,U.S. House,,DEMOCRATIC,Miller M C,302
New Castle,08-04,U.S. House,,REPUBLICAN,Castle M N,143
New Castle,08-04,U.S. House,,CONSTITUTN,Webster J,3
New Castle,08-04,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,09-04,U.S. House,,DEMOCRATIC,Miller M C,242
New Castle,09-04,U.S. House,,REPUBLICAN,Castle M N,329
New Castle,09-04,U.S. House,,CONSTITUTN,Webster J,2
New Castle,09-04,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,10-04,U.S. House,,DEMOCRATIC,Miller M C,275
New Castle,10-04,U.S. House,,REPUBLICAN,Castle M N,251
New Castle,10-04,U.S. House,,CONSTITUTN,Webster J,2
New Castle,10-04,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,11-04,U.S. House,,DEMOCRATIC,Miller M C,92
New Castle,11-04,U.S. House,,REPUBLICAN,Castle M N,777
New Castle,11-04,U.S. House,,CONSTITUTN,Webster J,2
New Castle,11-04,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,12-04,U.S. House,,DEMOCRATIC,Miller M C,39
New Castle,12-04,U.S. House,,REPUBLICAN,Castle M N,95
New Castle,12-04,U.S. House,,CONSTITUTN,Webster J,1
New Castle,12-04,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,13-04,U.S. House,,DEMOCRATIC,Miller M C,91
New Castle,13-04,U.S. House,,REPUBLICAN,Castle M N,48
New Castle,13-04,U.S. House,,CONSTITUTN,Webster J,2
New Castle,13-04,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,14-04,U.S. House,,DEMOCRATIC,Miller M C,38
New Castle,14-04,U.S. House,,REPUBLICAN,Castle M N,290
New Castle,14-04,U.S. House,,CONSTITUTN,Webster J,0
New Castle,14-04,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,15-04,U.S. House,,DEMOCRATIC,Miller M C,94
New Castle,15-04,U.S. House,,REPUBLICAN,Castle M N,274
New Castle,15-04,U.S. House,,CONSTITUTN,Webster J,1
New Castle,15-04,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,16-04,U.S. House,,DEMOCRATIC,Miller M C,85
New Castle,16-04,U.S. House,,REPUBLICAN,Castle M N,80
New Castle,16-04,U.S. House,,CONSTITUTN,Webster J,0
New Castle,16-04,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,01-05,U.S. House,,DEMOCRATIC,Miller M C,243
New Castle,01-05,U.S. House,,REPUBLICAN,Castle M N,193
New Castle,01-05,U.S. House,,CONSTITUTN,Webster J,0
New Castle,01-05,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,02-05,U.S. House,,DEMOCRATIC,Miller M C,163
New Castle,02-05,U.S. House,,REPUBLICAN,Castle M N,451
New Castle,02-05,U.S. House,,CONSTITUTN,Webster J,7
New Castle,02-05,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,03-05,U.S. House,,DEMOCRATIC,Miller M C,448
New Castle,03-05,U.S. House,,REPUBLICAN,Castle M N,317
New Castle,03-05,U.S. House,,CONSTITUTN,Webster J,6
New Castle,03-05,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,04-05,U.S. House,,DEMOCRATIC,Miller M C,324
New Castle,04-05,U.S. House,,REPUBLICAN,Castle M N,81
New Castle,04-05,U.S. House,,CONSTITUTN,Webster J,6
New Castle,04-05,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,05-05,U.S. House,,DEMOCRATIC,Miller M C,279
New Castle,05-05,U.S. House,,REPUBLICAN,Castle M N,80
New Castle,05-05,U.S. House,,CONSTITUTN,Webster J,2
New Castle,05-05,U.S. House,,LIBERTARIN,Thomas B,0
New Castle,06-05,U.S. House,,DEMOCRATIC,Miller M C,497
New Castle,06-05,U.S. House,,REPUBLICAN,Castle M N,400
New Castle,06-05,U.S. House,,CONSTITUTN,Webster J,7
New Castle,06-05,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,07-05,U.S. House,,DEMOCRATIC,Miller M C,171
New Castle,07-05,U.S. House,,REPUBLICAN,Castle M N,17
New Castle,07-05,U.S. House,,CONSTITUTN,Webster J,0
New Castle,07-05,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,08-05,U.S. House,,DEMOCRATIC,Miller M C,305
New Castle,08-05,U.S. House,,REPUBLICAN,Castle M N,96
New Castle,08-05,U.S. House,,CONSTITUTN,Webster J,3
New Castle,08-05,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,09-05,U.S. House,,DEMOCRATIC,Miller M C,279
New Castle,09-05,U.S. House,,REPUBLICAN,Castle M N,87
New Castle,09-05,U.S. House,,CONSTITUTN,Webster J,5
New Castle,09-05,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,01-06,U.S. House,,DEMOCRATIC,Miller M C,139
New Castle,01-06,U.S. House,,REPUBLICAN,Castle M N,341
New Castle,01-06,U.S. House,,CONSTITUTN,Webster J,8
New Castle,01-06,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,02-06,U.S. House,,DEMOCRATIC,Miller M C,177
New Castle,02-06,U.S. House,,REPUBLICAN,Castle M N,588
New Castle,02-06,U.S. House,,CONSTITUTN,Webster J,4
New Castle,02-06,U.S. House,,LIBERTARIN,Thomas B,8
New Castle,03-06,U.S. House,,DEMOCRATIC,Miller M C,285
New Castle,03-06,U.S. House,,REPUBLICAN,Castle M N,404
New Castle,03-06,U.S. House,,CONSTITUTN,Webster J,9
New Castle,03-06,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,04-06,U.S. House,,DEMOCRATIC,Miller M C,223
New Castle,04-06,U.S. House,,REPUBLICAN,Castle M N,638
New Castle,04-06,U.S. House,,CONSTITUTN,Webster J,5
New Castle,04-06,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,05-06,U.S. House,,DEMOCRATIC,Miller M C,361
New Castle,05-06,U.S. House,,REPUBLICAN,Castle M N,723
New Castle,05-06,U.S. House,,CONSTITUTN,Webster J,8
New Castle,05-06,U.S. House,,LIBERTARIN,Thomas B,8
New Castle,06-06,U.S. House,,DEMOCRATIC,Miller M C,115
New Castle,06-06,U.S. House,,REPUBLICAN,Castle M N,460
New Castle,06-06,U.S. House,,CONSTITUTN,Webster J,2
New Castle,06-06,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,07-06,U.S. House,,DEMOCRATIC,Miller M C,217
New Castle,07-06,U.S. House,,REPUBLICAN,Castle M N,974
New Castle,07-06,U.S. House,,CONSTITUTN,Webster J,8
New Castle,07-06,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,08-06,U.S. House,,DEMOCRATIC,Miller M C,263
New Castle,08-06,U.S. House,,REPUBLICAN,Castle M N,608
New Castle,08-06,U.S. House,,CONSTITUTN,Webster J,5
New Castle,08-06,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,09-06,U.S. House,,DEMOCRATIC,Miller M C,109
New Castle,09-06,U.S. House,,REPUBLICAN,Castle M N,393
New Castle,09-06,U.S. House,,CONSTITUTN,Webster J,7
New Castle,09-06,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,10-06,U.S. House,,DEMOCRATIC,Miller M C,150
New Castle,10-06,U.S. House,,REPUBLICAN,Castle M N,324
New Castle,10-06,U.S. House,,CONSTITUTN,Webster J,2
New Castle,10-06,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,11-06,U.S. House,,DEMOCRATIC,Miller M C,42
New Castle,11-06,U.S. House,,REPUBLICAN,Castle M N,209
New Castle,11-06,U.S. House,,CONSTITUTN,Webster J,0
New Castle,11-06,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,01-07,U.S. House,,DEMOCRATIC,Miller M C,109
New Castle,01-07,U.S. House,,REPUBLICAN,Castle M N,361
New Castle,01-07,U.S. House,,CONSTITUTN,Webster J,4
New Castle,01-07,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,02-07,U.S. House,,DEMOCRATIC,Miller M C,193
New Castle,02-07,U.S. House,,REPUBLICAN,Castle M N,726
New Castle,02-07,U.S. House,,CONSTITUTN,Webster J,15
New Castle,02-07,U.S. House,,LIBERTARIN,Thomas B,16
New Castle,03-07,U.S. House,,DEMOCRATIC,Miller M C,97
New Castle,03-07,U.S. House,,REPUBLICAN,Castle M N,334
New Castle,03-07,U.S. House,,CONSTITUTN,Webster J,3
New Castle,03-07,U.S. House,,LIBERTARIN,Thomas B,4
New Castle,04-07,U.S. House,,DEMOCRATIC,Miller M C,422
New Castle,04-07,U.S. House,,REPUBLICAN,Castle M N,300
New Castle,04-07,U.S. House,,CONSTITUTN,Webster J,3
New Castle,04-07,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,05-07,U.S. House,,DEMOCRATIC,Miller M C,212
New Castle,05-07,U.S. House,,REPUBLICAN,Castle M N,351
New Castle,05-07,U.S. House,,CONSTITUTN,Webster J,3
New Castle,05-07,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,06-07,U.S. House,,DEMOCRATIC,Miller M C,218
New Castle,06-07,U.S. House,,REPUBLICAN,Castle M N,505
New Castle,06-07,U.S. House,,CONSTITUTN,Webster J,4
New Castle,06-07,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,07-07,U.S. House,,DEMOCRATIC,Miller M C,111
New Castle,07-07,U.S. House,,REPUBLICAN,Castle M N,359
New Castle,07-07,U.S. House,,CONSTITUTN,Webster J,10
New Castle,07-07,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,08-07,U.S. House,,DEMOCRATIC,Miller M C,164
New Castle,08-07,U.S. House,,REPUBLICAN,Castle M N,547
New Castle,08-07,U.S. House,,CONSTITUTN,Webster J,8
New Castle,08-07,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,09-07,U.S. House,,DEMOCRATIC,Miller M C,384
New Castle,09-07,U.S. House,,REPUBLICAN,Castle M N,294
New Castle,09-07,U.S. House,,CONSTITUTN,Webster J,4
New Castle,09-07,U.S. House,,LIBERTARIN,Thomas B,10
New Castle,10-07,U.S. House,,DEMOCRATIC,Miller M C,85
New Castle,10-07,U.S. House,,REPUBLICAN,Castle M N,352
New Castle,10-07,U.S. House,,CONSTITUTN,Webster J,0
New Castle,10-07,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,11-07,U.S. House,,DEMOCRATIC,Miller M C,341
New Castle,11-07,U.S. House,,REPUBLICAN,Castle M N,344
New Castle,11-07,U.S. House,,CONSTITUTN,Webster J,6
New Castle,11-07,U.S. House,,LIBERTARIN,Thomas B,3
New Castle,01-08,U.S. House,,DEMOCRATIC,Miller M C,181
New Castle,01-08,U.S. House,,REPUBLICAN,Castle M N,424
New Castle,01-08,U.S. House,,CONSTITUTN,Webster J,6
New Castle,01-08,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,02-08,U.S. House,,DEMOCRATIC,Miller M C,188
New Castle,02-08,U.S. House,,REPUBLICAN,Castle M N,487
New Castle,02-08,U.S. House,,CONSTITUTN,Webster J,10
New Castle,02-08,U.S. House,,LIBERTARIN,Thomas B,12
New Castle,03-08,U.S. House,,DEMOCRATIC,Miller M C,251
New Castle,03-08,U.S. House,,REPUBLICAN,Castle M N,635
New Castle,03-08,U.S. House,,CONSTITUTN,Webster J,6
New Castle,03-08,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,04-08,U.S. House,,DEMOCRATIC,Miller M C,336
New Castle,04-08,U.S. House,,REPUBLICAN,Castle M N,576
New Castle,04-08,U.S. House,,CONSTITUTN,Webster J,8
New Castle,04-08,U.S. House,,LIBERTARIN,Thomas B,13
New Castle,05-08,U.S. House,,DEMOCRATIC,Miller M C,206
New Castle,05-08,U.S. House,,REPUBLICAN,Castle M N,230
New Castle,05-08,U.S. House,,CONSTITUTN,Webster J,1
New Castle,05-08,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,06-08,U.S. House,,DEMOCRATIC,Miller M C,339
New Castle,06-08,U.S. House,,REPUBLICAN,Castle M N,670
New Castle,06-08,U.S. House,,CONSTITUTN,Webster J,11
New Castle,06-08,U.S. House,,LIBERTARIN,Thomas B,11
New Castle,07-08,U.S. House,,DEMOCRATIC,Miller M C,247
New Castle,07-08,U.S. House,,REPUBLICAN,Castle M N,293
New Castle,07-08,U.S. House,,CONSTITUTN,Webster J,6
New Castle,07-08,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,08-08,U.S. House,,DEMOCRATIC,Miller M C,214
New Castle,08-08,U.S. House,,REPUBLICAN,Castle M N,281
New Castle,08-08,U.S. House,,CONSTITUTN,Webster J,7
New Castle,08-08,U.S. House,,LIBERTARIN,Thomas B,12
New Castle,09-08,U.S. House,,DEMOCRATIC,Miller M C,100
New Castle,09-08,U.S. House,,REPUBLICAN,Castle M N,482
New Castle,09-08,U.S. House,,CONSTITUTN,Webster J,4
New Castle,09-08,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,10-08,U.S. House,,DEMOCRATIC,Miller M C,137
New Castle,10-08,U.S. House,,REPUBLICAN,Castle M N,545
New Castle,10-08,U.S. House,,CONSTITUTN,Webster J,4
New Castle,10-08,U.S. House,,LIBERTARIN,Thomas B,5
New Castle,01-09,U.S. House,,DEMOCRATIC,Miller M C,90
New Castle,01-09,U.S. House,,REPUBLICAN,Castle M N,236
New Castle,01-09,U.S. House,,CONSTITUTN,Webster J,7
New Castle,01-09,U.S. House,,LIBERTARIN,Thomas B,1
New Castle,02-09,U.S. House,,DEMOCRATIC,Miller M C,235
New Castle,02-09,U.S. House,,REPUBLICAN,Castle M N,459
New Castle,02-09,U.S. House,,CONSTITUTN,Webster J,11
New Castle,02-09,U.S. House,,LIBERTARIN,Thomas B,2
New Castle,03-09,U.S. House,,DEMOCRATIC,Miller M C,516
New Castle,03-09,U.S. House,,REPUBLICAN,Castle M N,1166
New Castle,03-09,U.S. House,,CONSTITUTN,Webster J,20
New Castle,03-09,U.S. House,,LIBERTARIN,Thomas B,16
New Castle,04-09,U.S. House,,DEMOCRATIC,Miller M C,613
New Castle,04-09,U.S. House,,REPUBLICAN,Castle M N,986
New Castle,04-09,U.S. House,,CONSTITUTN,Webster J,11
New Castle,04-09,U.S. House,,LIBERTARIN,Thomas B,9
New Castle,05-09,U.S. House,,DEMOCRATIC,Miller M C,168
New Castle,05-09,U.S. House,,REPUBLICAN,Castle M N,640
New Castle,05-09,U.S. House,,CONSTITUTN,Webster J,7
New Castle,05-09,U.S. House,,LIBERTARIN,Thomas B,7
New Castle,06-09,U.S. House,,DEMOCRATIC,Miller M C,238
New Castle,06-09,U.S. House,,REPUBLICAN,Castle M N,582
New Castle,06-09,U.S. House,,CONSTITUTN,Webster J,7
New Castle,06-09,U.S. House,,LIBERTARIN,Thomas B,6
New Castle,07-09,U.S. House,,DEMOCRATIC,Miller M C,291
New Castle,07-09,U.S. House,,REPUBLICAN,Castle M N,848
