county,election_district,office,district,party,candidate,votes
New Castle,08-06,President,,REFORM,Buchanan P,2
New Castle,09-06,President,,DEMOCRATIC,Gore A,267
New Castle,09-06,President,,REPUBLICAN,Bush G W,236
New Castle,09-06,President,,CONSTITUTN,Phillips H,0
New Castle,09-06,President,,GREEN,Nader R,21
New Castle,09-06,President,,LIBERTARIN,Browne H,3
New Castle,09-06,President,,NATURAL LW,Hagelin J,0
New Castle,09-06,President,,REFORM,Buchanan P,4
New Castle,10-06,President,,DEMOCRATIC,Gore A,285
New Castle,10-06,President,,REPUBLICAN,Bush G W,201
New Castle,10-06,President,,CONSTITUTN,Phillips H,0
New Castle,10-06,President,,GREEN,Nader R,13
New Castle,10-06,President,,LIBERTARIN,Browne H,1
New Castle,10-06,President,,NATURAL LW,Hagelin J,0
New Castle,10-06,President,,REFORM,Buchanan P,1
New Castle,11-06,President,,DEMOCRATIC,Gore A,146
New Castle,11-06,President,,REPUBLICAN,Bush G W,111
New Castle,11-06,President,,CONSTITUTN,Phillips H,0
New Castle,11-06,President,,GREEN,Nader R,5
New Castle,11-06,President,,LIBERTARIN,Browne H,0
New Castle,11-06,President,,NATURAL LW,Hagelin J,0
New Castle,11-06,President,,REFORM,Buchanan P,0
New Castle,01-07,President,,DEMOCRATIC,Gore A,257
New Castle,01-07,President,,REPUBLICAN,Bush G W,213
New Castle,01-07,President,,CONSTITUTN,Phillips H,0
New Castle,01-07,President,,GREEN,Nader R,15
New Castle,01-07,President,,LIBERTARIN,Browne H,1
New Castle,01-07,President,,NATURAL LW,Hagelin J,0
New Castle,01-07,President,,REFORM,Buchanan P,0
New Castle,02-07,President,,DEMOCRATIC,Gore A,475
New Castle,02-07,President,,REPUBLICAN,Bush G W,462
New Castle,02-07,President,,CONSTITUTN,Phillips H,0
New Castle,02-07,President,,GREEN,Nader R,28
New Castle,02-07,President,,LIBERTARIN,Browne H,6
New Castle,02-07,President,,NATURAL LW,Hagelin J,0
New Castle,02-07,President,,REFORM,Buchanan P,0
New Castle,03-07,President,,DEMOCRATIC,Gore A,238
New Castle,03-07,President,,REPUBLICAN,Bush G W,194
New Castle,03-07,President,,CONSTITUTN,Phillips H,0
New Castle,03-07,President,,GREEN,Nader R,18
New Castle,03-07,President,,LIBERTARIN,Browne H,2
New Castle,03-07,President,,NATURAL LW,Hagelin J,1
New Castle,03-07,President,,REFORM,Buchanan P,1
New Castle,04-07,President,,DEMOCRATIC,Gore A,596
New Castle,04-07,President,,REPUBLICAN,Bush G W,167
New Castle,04-07,President,,CONSTITUTN,Phillips H,1
New Castle,04-07,President,,GREEN,Nader R,14
New Castle,04-07,President,,LIBERTARIN,Browne H,1
New Castle,04-07,President,,NATURAL LW,Hagelin J,1
New Castle,04-07,President,,REFORM,Buchanan P,2
New Castle,05-07,President,,DEMOCRATIC,Gore A,431
New Castle,05-07,President,,REPUBLICAN,Bush G W,129
New Castle,05-07,President,,CONSTITUTN,Phillips H,0
New Castle,05-07,President,,GREEN,Nader R,44
New Castle,05-07,President,,LIBERTARIN,Browne H,5
New Castle,05-07,President,,NATURAL LW,Hagelin J,0
New Castle,05-07,President,,REFORM,Buchanan P,0
New Castle,06-07,President,,DEMOCRATIC,Gore A,465
New Castle,06-07,President,,REPUBLICAN,Bush G W,286
New Castle,06-07,President,,CONSTITUTN,Phillips H,0
New Castle,06-07,President,,GREEN,Nader R,17
New Castle,06-07,President,,LIBERTARIN,Browne H,1
New Castle,06-07,President,,NATURAL LW,Hagelin J,0
New Castle,06-07,President,,REFORM,Buchanan P,2
New Castle,07-07,President,,DEMOCRATIC,Gore A,263
New Castle,07-07,President,,REPUBLICAN,Bush G W,224
New Castle,07-07,President,,CONSTITUTN,Phillips H,1
New Castle,07-07,President,,GREEN,Nader R,14
New Castle,07-07,President,,LIBERTARIN,Browne H,2
New Castle,07-07,President,,NATURAL LW,Hagelin J,0
New Castle,07-07,President,,REFORM,Buchanan P,0
New Castle,08-07,President,,DEMOCRATIC,Gore A,381
New Castle,08-07,President,,REPUBLICAN,Bush G W,335
New Castle,08-07,President,,CONSTITUTN,Phillips H,0
New Castle,08-07,President,,GREEN,Nader R,20
New Castle,08-07,President,,LIBERTARIN,Browne H,1
New Castle,08-07,President,,NATURAL LW,Hagelin J,1
New Castle,08-07,President,,REFORM,Buchanan P,1
New Castle,09-07,President,,DEMOCRATIC,Gore A,553
New Castle,09-07,President,,REPUBLICAN,Bush G W,177
New Castle,09-07,President,,CONSTITUTN,Phillips H,0
New Castle,09-07,President,,GREEN,Nader R,11
New Castle,09-07,President,,LIBERTARIN,Browne H,5
New Castle,09-07,President,,NATURAL LW,Hagelin J,0
New Castle,09-07,President,,REFORM,Buchanan P,1
New Castle,10-07,President,,DEMOCRATIC,Gore A,229
New Castle,10-07,President,,REPUBLICAN,Bush G W,195
New Castle,10-07,President,,CONSTITUTN,Phillips H,0
New Castle,10-07,President,,GREEN,Nader R,18
New Castle,10-07,President,,LIBERTARIN,Browne H,0
New Castle,10-07,President,,NATURAL LW,Hagelin J,0
New Castle,10-07,President,,REFORM,Buchanan P,2
New Castle,11-07,President,,DEMOCRATIC,Gore A,514
New Castle,11-07,President,,REPUBLICAN,Bush G W,194
New Castle,11-07,President,,CONSTITUTN,Phillips H,1
New Castle,11-07,President,,GREEN,Nader R,16
New Castle,11-07,President,,LIBERTARIN,Browne H,1
New Castle,11-07,President,,NATURAL LW,Hagelin J,0
New Castle,11-07,President,,REFORM,Buchanan P,1
New Castle,01-08,President,,DEMOCRATIC,Gore A,415
New Castle,01-08,President,,REPUBLICAN,Bush G W,195
New Castle,01-08,President,,CONSTITUTN,Phillips H,0
New Castle,01-08,President,,GREEN,Nader R,22
New Castle,01-08,President,,LIBERTARIN,Browne H,4
New Castle,01-08,President,,NATURAL LW,Hagelin J,0
New Castle,01-08,President,,REFORM,Buchanan P,2
New Castle,02-08,President,,DEMOCRATIC,Gore A,410
New Castle,02-08,President,,REPUBLICAN,Bush G W,274
New Castle,02-08,President,,CONSTITUTN,Phillips H,0
New Castle,02-08,President,,GREEN,Nader R,32
New Castle,02-08,President,,LIBERTARIN,Browne H,1
New Castle,02-08,President,,NATURAL LW,Hagelin J,0
New Castle,02-08,President,,REFORM,Buchanan P,0
New Castle,03-08,President,,DEMOCRATIC,Gore A,537
New Castle,03-08,President,,REPUBLICAN,Bush G W,335
New Castle,03-08,President,,CONSTITUTN,Phillips H,1
New Castle,03-08,President,,GREEN,Nader R,30
New Castle,03-08,President,,LIBERTARIN,Browne H,2
New Castle,03-08,President,,NATURAL LW,Hagelin J,1
New Castle,03-08,President,,REFORM,Buchanan P,2
New Castle,04-08,President,,DEMOCRATIC,Gore A,616
New Castle,04-08,President,,REPUBLICAN,Bush G W,301
New Castle,04-08,President,,CONSTITUTN,Phillips H,0
New Castle,04-08,President,,GREEN,Nader R,29
New Castle,04-08,President,,LIBERTARIN,Browne H,3
New Castle,04-08,President,,NATURAL LW,Hagelin J,0
New Castle,04-08,President,,REFORM,Buchanan P,3
New Castle,05-08,President,,DEMOCRATIC,Gore A,325
New Castle,05-08,President,,REPUBLICAN,Bush G W,132
New Castle,05-08,President,,CONSTITUTN,Phillips H,1
New Castle,05-08,President,,GREEN,Nader R,13
New Castle,05-08,President,,LIBERTARIN,Browne H,1
New Castle,05-08,President,,NATURAL LW,Hagelin J,0
New Castle,05-08,President,,REFORM,Buchanan P,2
New Castle,06-08,President,,DEMOCRATIC,Gore A,626
New Castle,06-08,President,,REPUBLICAN,Bush G W,403
New Castle,06-08,President,,CONSTITUTN,Phillips H,1
New Castle,06-08,President,,GREEN,Nader R,32
New Castle,06-08,President,,LIBERTARIN,Browne H,4
New Castle,06-08,President,,NATURAL LW,Hagelin J,0
New Castle,06-08,President,,REFORM,Buchanan P,2
New Castle,07-08,President,,DEMOCRATIC,Gore A,373
New Castle,07-08,President,,REPUBLICAN,Bush G W,187
New Castle,07-08,President,,CONSTITUTN,Phillips H,0
New Castle,07-08,President,,GREEN,Nader R,16
New Castle,07-08,President,,LIBERTARIN,Browne H,2
New Castle,07-08,President,,NATURAL LW,Hagelin J,0
New Castle,07-08,President,,REFORM,Buchanan P,0
New Castle,08-08,President,,DEMOCRATIC,Gore A,357
New Castle,08-08,President,,REPUBLICAN,Bush G W,170
New Castle,08-08,President,,CONSTITUTN,Phillips H,0
New Castle,08-08,President,,GREEN,Nader R,21
New Castle,08-08,President,,LIBERTARIN,Browne H,3
New Castle,08-08,President,,NATURAL LW,Hagelin J,0
New Castle,08-08,President,,REFORM,Buchanan P,1
New Castle,09-08,President,,DEMOCRATIC,Gore A,275
New Castle,09-08,President,,REPUBLICAN,Bush G W,299
New Castle,09-08,President,,CONSTITUTN,Phillips H,1
New Castle,09-08,President,,GREEN,Nader R,22
New Castle,09-08,President,,LIBERTARIN,Browne H,5
New Castle,09-08,President,,NATURAL LW,Hagelin J,0
New Castle,09-08,President,,REFORM,Buchanan P,2
New Castle,10-08,President,,DEMOCRATIC,Gore A,340
New Castle,10-08,President,,REPUBLICAN,Bush G W,336
New Castle,10-08,President,,CONSTITUTN,Phillips H,0
New Castle,10-08,President,,GREEN,Nader R,23
New Castle,10-08,President,,LIBERTARIN,Browne H,0
New Castle,10-08,President,,NATURAL LW,Hagelin J,0
New Castle,10-08,President,,REFORM,Buchanan P,1
New Castle,01-09,President,,DEMOCRATIC,Gore A,193
New Castle,01-09,President,,REPUBLICAN,Bush G W,152
New Castle,01-09,President,,CONSTITUTN,Phillips H,1
New Castle,01-09,President,,GREEN,Nader R,7
New Castle,01-09,President,,LIBERTARIN,Browne H,0
New Castle,01-09,President,,NATURAL LW,Hagelin J,0
New Castle,01-09,President,,REFORM,Buchanan P,0
New Castle,02-09,President,,DEMOCRATIC,Gore A,393
New Castle,02-09,President,,REPUBLICAN,Bush G W,306
New Castle,02-09,President,,CONSTITUTN,Phillips H,0
New Castle,02-09,President,,GREEN,Nader R,24
New Castle,02-09,President,,LIBERTARIN,Browne H,0
New Castle,02-09,President,,NATURAL LW,Hagelin J,0
New Castle,02-09,President,,REFORM,Buchanan P,3
New Castle,03-09,President,,DEMOCRATIC,Gore A,944
New Castle,03-09,President,,REPUBLICAN,Bush G W,770
New Castle,03-09,President,,CONSTITUTN,Phillips H,3
New Castle,03-09,President,,GREEN,Nader R,41
New Castle,03-09,President,,LIBERTARIN,Browne H,9
New Castle,03-09,President,,NATURAL LW,Hagelin J,0
New Castle,03-09,President,,REFORM,Buchanan P,3
New Castle,04-09,President,,DEMOCRATIC,Gore A,1028
New Castle,04-09,President,,REPUBLICAN,Bush G W,597
New Castle,04-09,President,,CONSTITUTN,Phillips H,3
New Castle,04-09,President,,GREEN,Nader R,31
New Castle,04-09,President,,LIBERTARIN,Browne H,8
New Castle,04-09,President,,NATURAL LW,Hagelin J,1
New Castle,04-09,President,,REFORM,Buchanan P,2
New Castle,05-09,President,,DEMOCRATIC,Gore A,394
New Castle,05-09,President,,REPUBLICAN,Bush G W,436
New Castle,05-09,President,,CONSTITUTN,Phillips H,0
New Castle,05-09,President,,GREEN,Nader R,15
New Castle,05-09,President,,LIBERTARIN,Browne H,2
New Castle,05-09,President,,NATURAL LW,Hagelin J,0
New Castle,05-09,President,,REFORM,Buchanan P,1
New Castle,06-09,President,,DEMOCRATIC,Gore A,444
New Castle,06-09,President,,REPUBLICAN,Bush G W,393
New Castle,06-09,President,,CONSTITUTN,Phillips H,0
New Castle,06-09,President,,GREEN,Nader R,20
New Castle,06-09,President,,LIBERTARIN,Browne H,1
New Castle,06-09,President,,NATURAL LW,Hagelin J,0
New Castle,06-09,President,,REFORM,Buchanan P,1
New Castle,07-09,President,,DEMOCRATIC,Gore A,578
New Castle,07-09,President,,REPUBLICAN,Bush G W,594
New Castle,07-09,President,,CONSTITUTN,Phillips H,0
New Castle,07-09,President,,GREEN,Nader R,24
New Castle,07-09,President,,LIBERTARIN,Browne H,2
New Castle,07-09,President,,NATURAL LW,Hagelin J,0
New Castle,07-09,President,,REFORM,Buchanan P,3
New Castle,08-09,President,,DEMOCRATIC,Gore A,497
New Castle,08-09,President,,REPUBLICAN,Bush G W,402
New Castle,08-09,President,,CONSTITUTN,Phillips H,0
New Castle,08-09,President,,GREEN,Nader R,22
New Castle,08-09,President,,LIBERTARIN,Browne H,2
New Castle,08-09,President,,NATURAL LW,Hagelin J,0
New Castle,08-09,President,,REFORM,Buchanan P,2
New Castle,09-09,President,,DEMOCRATIC,Gore A,275
New Castle,09-09,President,,REPUBLICAN,Bush G W,287
New Castle,09-09,President,,CONSTITUTN,Phillips H,1
New Castle,09-09,President,,GREEN,Nader R,21
New Castle,09-09,President,,LIBERTARIN,Browne H,5
New Castle,09-09,President,,NATURAL LW,Hagelin J,0
New Castle,09-09,President,,REFORM,Buchanan P,3
New Castle,10-09,President,,DEMOCRATIC,Gore A,429
New Castle,10-09,President,,REPUBLICAN,Bush G W,422
New Castle,10-09,President,,CONSTITUTN,Phillips H,0
New Castle,10-09,President,,GREEN,Nader R,20
New Castle,10-09,President,,LIBERTARIN,Browne H,2
New Castle,10-09,President,,NATURAL LW,Hagelin J,0
New Castle,10-09,President,,REFORM,Buchanan P,1
New Castle,11-09,President,,DEMOCRATIC,Gore A,994
New Castle,11-09,President,,REPUBLICAN,Bush G W,1064
New Castle,11-09,President,,CONSTITUTN,Phillips H,0
New Castle,11-09,President,,GREEN,Nader R,44
New Castle,11-09,President,,LIBERTARIN,Browne H,6
New Castle,11-09,President,,NATURAL LW,Hagelin J,1
New Castle,11-09,President,,REFORM,Buchanan P,3
New Castle,01-10,President,,DEMOCRATIC,Gore A,499
New Castle,01-10,President,,REPUBLICAN,Bush G W,356
New Castle,01-10,President,,CONSTITUTN,Phillips H,1
New Castle,01-10,President,,GREEN,Nader R,25
New Castle,01-10,President,,LIBERTARIN,Browne H,2
New Castle,01-10,President,,NATURAL LW,Hagelin J,2
New Castle,01-10,President,,REFORM,Buchanan P,2
New Castle,02-10,President,,DEMOCRATIC,Gore A,580
New Castle,02-10,President,,REPUBLICAN,Bush G W,491
New Castle,02-10,President,,CONSTITUTN,Phillips H,1
New Castle,02-10,President,,GREEN,Nader R,40
New Castle,02-10,President,,LIBERTARIN,Browne H,4
New Castle,02-10,President,,NATURAL LW,Hagelin J,1
New Castle,02-10,President,,REFORM,Buchanan P,2
New Castle,03-10,President,,DEMOCRATIC,Gore A,545
New Castle,03-10,President,,REPUBLICAN,Bush G W,471
New Castle,03-10,President,,CONSTITUTN,Phillips H,0
New Castle,03-10,President,,GREEN,Nader R,27
New Castle,03-10,President,,LIBERTARIN,Browne H,2
New Castle,03-10,President,,NATURAL LW,Hagelin J,0
New Castle,03-10,President,,REFORM,Buchanan P,3
New Castle,04-10,President,,DEMOCRATIC,Gore A,486
New Castle,04-10,President,,REPUBLICAN,Bush G W,511
New Castle,04-10,President,,CONSTITUTN,Phillips H,0
New Castle,04-10,President,,GREEN,Nader R,23
New Castle,04-10,President,,LIBERTARIN,Browne H,5
New Castle,04-10,President,,NATURAL LW,Hagelin J,2
New Castle,04-10,President,,REFORM,Buchanan P,0
New Castle,05-10,President,,DEMOCRATIC,Gore A,425
New Castle,05-10,President,,REPUBLICAN,Bush G W,535
New Castle,05-10,President,,CONSTITUTN,Phillips H,0
New Castle,05-10,President,,GREEN,Nader R,28
New Castle,05-10,President,,LIBERTARIN,Browne H,2
New Castle,05-10,President,,NATURAL LW,Hagelin J,1
New Castle,05-10,President,,REFORM,Buchanan P,1
New Castle,06-10,President,,DEMOCRATIC,Gore A,528
New Castle,06-10,President,,REPUBLICAN,Bush G W,457
New Castle,06-10,President,,CONSTITUTN,Phillips H,0
New Castle,06-10,President,,GREEN,Nader R,41
New Castle,06-10,President,,LIBERTARIN,Browne H,3
New Castle,06-10,President,,NATURAL LW,Hagelin J,0
New Castle,06-10,President,,REFORM,Buchanan P,4
New Castle,07-10,President,,DEMOCRATIC,Gore A,398
New Castle,07-10,President,,REPUBLICAN,Bush G W,448
New Castle,07-10,President,,CONSTITUTN,Phillips H,1
New Castle,07-10,President,,GREEN,Nader R,18
New Castle,07-10,President,,LIBERTARIN,Browne H,8
New Castle,07-10,President,,NATURAL LW,Hagelin J,0
New Castle,07-10,President,,REFORM,Buchanan P,2
New Castle,08-10,President,,DEMOCRATIC,Gore A,294
New Castle,08-10,President,,REPUBLICAN,Bush G W,375
New Castle,08-10,President,,CONSTITUTN,Phillips H,0
New Castle,08-10,President,,GREEN,Nader R,17
New Castle,08-10,President,,LIBERTARIN,Browne H,3
New Castle,08-10,President,,NATURAL LW,Hagelin J,0
New Castle,08-10,President,,REFORM,Buchanan P,2
New Castle,09-10,President,,DEMOCRATIC,Gore A,521
New Castle,09-10,President,,REPUBLICAN,Bush G W,360
New Castle,09-10,President,,CONSTITUTN,Phillips H,0
New Castle,09-10,President,,GREEN,Nader R,20
New Castle,09-10,President,,LIBERTARIN,Browne H,8
New Castle,09-10,President,,NATURAL LW,Hagelin J,0
New Castle,09-10,President,,REFORM,Buchanan P,0
New Castle,01-11,President,,DEMOCRATIC,Gore A,333
New Castle,01-11,President,,REPUBLICAN,Bush G W,368
New Castle,01-11,President,,CONSTITUTN,Phillips H,1
New Castle,01-11,President,,GREEN,Nader R,15
New Castle,01-11,President,,LIBERTARIN,Browne H,5
New Castle,01-11,President,,NATURAL LW,Hagelin J,0
New Castle,01-11,President,,REFORM,Buchanan P,1
New Castle,02-11,President,,DEMOCRATIC,Gore A,230
New Castle,02-11,President,,REPUBLICAN,Bush G W,185
New Castle,02-11,President,,CONSTITUTN,Phillips H,2
New Castle,02-11,President,,GREEN,Nader R,14
New Castle,02-11,President,,LIBERTARIN,Browne H,1
New Castle,02-11,President,,NATURAL LW,Hagelin J,0
New Castle,02-11,President,,REFORM,Buchanan P,0
New Castle,03-11,President,,DEMOCRATIC,Gore A,620
New Castle,03-11,President,,REPUBLICAN,Bush G W,617
New Castle,03-11,President,,CONSTITUTN,Phillips H,0
New Castle,03-11,President,,GREEN,Nader R,31
New Castle,03-11,President,,LIBERTARIN,Browne H,10
New Castle,03-11,President,,NATURAL LW,Hagelin J,0
New Castle,03-11,President,,REFORM,Buchanan P,1
New Castle,04-11,President,,DEMOCRATIC,Gore A,594
New Castle,04-11,President,,REPUBLICAN,Bush G W,476
New Castle,04-11,President,,CONSTITUTN,Phillips H,1
New Castle,04-11,President,,GREEN,Nader R,36
New Castle,04-11,President,,LIBERTARIN,Browne H,8
New Castle,04-11,President,,NATURAL LW,Hagelin J,4
New Castle,04-11,President,,REFORM,Buchanan P,2
New Castle,05-11,President,,DEMOCRATIC,Gore A,453
New Castle,05-11,President,,REPUBLICAN,Bush G W,515
New Castle,05-11,President,,CONSTITUTN,Phillips H,0
New Castle,05-11,President,,GREEN,Nader R,27
New Castle,05-11,President,,LIBERTARIN,Browne H,2
New Castle,05-11,President,,NATURAL LW,Hagelin J,0
New Castle,05-11,President,,REFORM,Buchanan P,1
New Castle,06-11,President,,DEMOCRATIC,Gore A,477
New Castle,06-11,President,,REPUBLICAN,Bush G W,404
New Castle,06-11,President,,CONSTITUTN,Phillips H,0
New Castle,06-11,President,,GREEN,Nader R,26
New Castle,06-11,President,,LIBERTARIN,Browne H,3
New Castle,06-11,President,,NATURAL LW,Hagelin J,0
New Castle,06-11,President,,REFORM,Buchanan P,1
New Castle,07-11,President,,DEMOCRATIC,Gore A,254
New Castle,07-11,President,,REPUBLICAN,Bush G W,408
New Castle,07-11,President,,CONSTITUTN,Phillips H,0
New Castle,07-11,President,,GREEN,Nader R,12
New Castle,07-11,President,,LIBERTARIN,Browne H,2
New Castle,07-11,President,,NATURAL LW,Hagelin J,0
New Castle,07-11,President,,REFORM,Buchanan P,0
New Castle,08-11,President,,DEMOCRATIC,Gore A,341
New Castle,08-11,President,,REPUBLICAN,Bush G W,341
New Castle,08-11,President,,CONSTITUTN,Phillips H,1
New Castle,08-11,President,,GREEN,Nader R,32
New Castle,08-11,President,,LIBERTARIN,Browne H,1
New Castle,08-11,President,,NATURAL LW,Hagelin J,1
New Castle,08-11,President,,REFORM,Buchanan P,2
New Castle,09-11,President,,DEMOCRATIC,Gore A,443
New Castle,09-11,President,,REPUBLICAN,Bush G W,422
New Castle,09-11,President,,CONSTITUTN,Phillips H,0
New Castle,09-11,President,,GREEN,Nader R,25
New Castle,09-11,President,,LIBERTARIN,Browne H,4
New Castle,09-11,President,,NATURAL LW,Hagelin J,0
New Castle,09-11,President,,REFORM,Buchanan P,0
New Castle,10-11,President,,DEMOCRATIC,Gore A,404
New Castle,10-11,President,,REPUBLICAN,Bush G W,648
New Castle,10-11,President,,CONSTITUTN,Phillips H,0
New Castle,10-11,President,,GREEN,Nader R,36
New Castle,10-11,President,,LIBERTARIN,Browne H,3
New Castle,10-11,President,,NATURAL LW,Hagelin J,1
New Castle,10-11,President,,REFORM,Buchanan P,1
New Castle,11-11,President,,DEMOCRATIC,Gore A,380
New Castle,11-11,President,,REPUBLICAN,Bush G W,586
New Castle,11-11,President,,CONSTITUTN,Phillips H,0
New Castle,11-11,President,,GREEN,Nader R,26
New Castle,11-11,President,,LIBERTARIN,Browne H,2
New Castle,11-11,President,,NATURAL LW,Hagelin J,0
New Castle,11-11,President,,REFORM,Buchanan P,1
New Castle,01-12,President,,DEMOCRATIC,Gore A,317
New Castle,01-12,President,,REPUBLICAN,Bush G W,149
New Castle,01-12,President,,CONSTITUTN,Phillips H,0
New Castle,01-12,President,,GREEN,Nader R,15
New Castle,01-12,President,,LIBERTARIN,Browne H,4
New Castle,01-12,President,,NATURAL LW,Hagelin J,0
New Castle,01-12,President,,REFORM,Buchanan P,2
New Castle,02-12,President,,DEMOCRATIC,Gore A,218
New Castle,02-12,President,,REPUBLICAN,Bush G W,246
New Castle,02-12,President,,CONSTITUTN,Phillips H,0
New Castle,02-12,President,,GREEN,Nader R,18
New Castle,02-12,President,,LIBERTARIN,Browne H,0
New Castle,02-12,President,,NATURAL LW,Hagelin J,0
New Castle,02-12,President,,REFORM,Buchanan P,1
New Castle,03-12,President,,DEMOCRATIC,Gore A,455
New Castle,03-12,President,,REPUBLICAN,Bush G W,128
New Castle,03-12,President,,CONSTITUTN,Phillips H,2
